Project,EQID,Earthquake Name,Moment Magnitude,Magnitude Type,YEAR,MODY,HRMN,Finite Fault Flag,Hypocenter Latitude (deg),Hypocenter Longitude (deg),Hypocenter Depth (km),Total Fault Length (km),Total Fault Width (km),Total Rectangular Fault Area (km*km),Number of fault rectangular segments,Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner(ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km),Segment Number,Strike (deg),Dip  (deg), Length (km),Width (km),Rake (deg),Latitude: Upper Left Corner (ULC) (deg),Longitude: ULC  (deg),Depth: ULC (km)
NGAW2,1016,9983429,4.34,ML,2004,214,1243,0,35.01736,-119.14922,9.557,1.9,1.5,2.8,1,1,106,56,1.9,1.5,160,35.0216,-119.14,8.5504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1017,10347253,4.63,ML,2008,905,2154,0,32.33617,-115.2425,17.16,2.4,2.6,6.4,1,1,140,40,2.4,2.6,167,32.337,-115.2258,16.0994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1018,10370141,4.45,ML,2009,109,349,0,34.10807,-117.30616,14.795,1.7,1.6,2.7,1,1,349,60,1.7,1.6,165,34.1147,-117.3137,13.8586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1019,14312160,4.66,ML,2007,809,758,0,34.2983,-118.6255,8.038,3.1,2.7,8.5,1,1,111,42,3.1,2.7,97,34.3042,-118.6081,6.9745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1020,14295640,4.26,ML,2007,602,511,0,33.87761,-116.20193,10.062,1.9,1.7,3.3,1,1,334,83,1.9,1.7,-176,33.8843,-116.2072,9.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1021,21522424,4.3,Mw,2006,615,1224,0,37.09949,-121.49092,3.361,1.6,1,1.6,1,1,358,78,1.6,1,-155,37.1073,-121.4931,2.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1022,21422178,4.35,Mw,2004,1124,206,0,36.6065,-121.21014,6.13,2.1,1.1,2.4,1,1,132,82,2.1,1.1,177,36.6012,-121.2003,5.0485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1023,21530368,4.5,Mw,2006,803,308,0,38.36691,-122.58808,6.985,2.2,1.7,3.8,1,1,166,69,2.2,1.7,-178,38.3575,-122.5797,5.7979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1024,21149422,4.4,Mw,2001,225,2318,0,37.33139,-121.69854,6.957,1.7,1.2,2,1,1,326,74,1.7,1.2,179,37.3366,-121.7069,5.9303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1025,10403777,4.42,ML,2009,502,111,0,34.06654,-118.89381,12.827,1.8,1.5,2.8,1,1,170,60,1.8,1.5,164,34.0598,-118.887,11.9826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1026,40238431,4.39,Mw,2009,620,1232,0,35.64212,-120.9543,5.902,2,1.5,3,1,1,267,86,2,1.5,28,35.6411,-120.9629,4.8002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1027,9064093,4.78,ML,1998,816,1334,0,34.12281,-116.92262,5.969,2.7,1.8,4.9,1,1,146,81,2.7,1.8,-166,34.1136,-116.9117,4.3004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1028,10275733,4.73,ML,2007,902,1729,0,33.7328,-117.49212,10.018,2.8,2.3,6.5,1,1,310,68,2.8,2.3,170,33.7351,-117.5052,8.5752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1029,9154141,4.51,ML,2000,614,2149,0,32.88817,-115.50183,9.4,2.1,2.2,4.5,1,1,229,30,2.1,2.2,-74,32.8711,-115.4985,8.4531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1030,21262721,4.3,Mw,2003,107,2229,0,36.80594,-121.39016,7.258,1.6,1.8,2.8,1,1,152,83,1.6,1.8,-166,36.801,-121.3855,6.3648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1031,21350824,4.25,Mw,2004,316,638,0,36.80491,-121.51341,3.694,1.5,1.9,2.9,1,1,132,80,1.5,1.9,-169,36.8021,-121.506,2.4976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1032,51183708,4.2,Mw,2007,702,1958,0,36.88321,-121.619,7.507,1.8,1.5,2.8,1,1,135,89,1.8,1.5,172,36.8777,-121.6119,6.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1033,40234037,4.3,Mw,2009,330,1740,0,37.27932,-121.61906,3.442,1.6,2.3,3.6,1,1,259,76,1.6,2.3,1,37.273,-121.6173,2.3986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1034,9069997,4.5,-999,1998,1027,108,0,34.3365,-116.8617,8.94,2.4,1.3,3.1,1,1,-999,-999,2.4,1.3,-999,34.3307,-116.8541,7.8055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1035,9173365,4.26,ML,2001,114,226,0,34.2844,-118.41287,8.031,1.7,1.5,2.5,1,1,126,35,1.7,1.5,85,34.2869,-118.4016,7.4461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1036,9703873,4.24,ML,2001,909,2359,0,34.05412,-118.39287,7.289,1.4,1.8,2.4,1,1,353,83,1.4,1.8,-167,34.0597,-118.3951,6.2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1037,10006857,4.4,ML,2004,509,857,0,34.42816,-119.97869,8.628,1.7,2,3.5,1,1,118,50,1.7,2,167,34.4323,-119.9675,7.5668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1038,14077668,4.27,ML,2004,724,1255,0,34.38737,-119.43977,6.219,1.7,1.5,2.5,1,1,254,23,1.7,1.5,80,34.3774,-119.4428,5.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1039,9140050,4.37,ML,2000,221,1349,0,34.05594,-117.24416,15.833,2,3.1,6.4,1,1,-999,-999,2,3.1,-999,34.0658,-117.2468,14.8134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1040,14116972,4.42,ML,2005,106,1435,0,34.12718,-117.44591,4.569,2.1,2,4.2,1,1,307,72,2.1,2,173,34.1299,-117.4573,3.3507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1041,21511951,4.2,ML,2006,407,106,0,35.7241,-121.09512,7.275,1.7,1.2,2,1,1,135,45,1.7,1.2,115,35.7218,-121.1042,6.7756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1042,9171679,4.42,ML,2000,1224,104,0,34.89267,-119.02917,16.97,2.1,1.9,4,1,1,106,87,2.1,1.9,154,34.8908,-119.0188,15.8444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1043,30225889,4.12,Mw,2003,525,709,0,38.45889,-122.7048,3.462,1.5,1.1,1.6,1,1,151,84,1.5,1.1,-175,38.4543,-122.7,2.3743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1044,21455182,4.14,Mw,2005,508,843,0,38.37221,-122.14191,5.73,1.4,1.3,1.8,1,1,171,77,1.4,1.3,178,38.3661,-122.1383,4.8515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1045,40199209,4.2,Mw,2007,720,1142,0,37.80561,-122.18527,4.131,1.7,1.2,2.1,1,1,144,82,1.7,1.2,-176,37.8004,-122.1787,3.2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1046,40194055,4.23,Mw,2007,302,440,0,37.90103,-122.10381,14.378,1.3,1.5,1.9,1,1,85,87,1.3,1.5,0,37.8943,-122.1031,13.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1047,10321585,4.43,ML,2008,501,811,0,35.47443,-118.42621,6.678,2.3,2.2,5.2,1,1,293,86,2.3,2.2,-164,35.4776,-118.4377,5.5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1048,14169456,4.27,ML,2005,806,540,0,36.14661,-118.06126,4.057,1.8,1.5,2.6,1,1,145,87,1.8,1.5,-162,36.1406,-118.0553,3.0384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1049,21266207,4,Mw,2003,202,1822,0,37.73376,-121.93543,14.029,1.1,1.2,1.4,1,1,159,72,1.1,1.2,-170,37.729,-121.9303,13.3207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1050,21437727,4.18,Mw,2005,205,1843,0,37.39311,-121.48599,8.483,1.5,1.2,1.7,1,1,326,84,1.5,1.2,178,37.3983,-121.4917,7.6142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1051,51207740,4.1,Mw,2008,906,400,0,37.86204,-121.99954,13.322,1.5,0.8,1.2,1,1,157,86,1.5,0.8,180,37.8562,-121.9957,12.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1052,14403732,4.11,ML,2008,1117,1235,0,33.50886,-116.84855,12.274,1.7,1.1,1.8,1,1,314,87,1.7,1.1,-164,33.5135,-116.855,11.3727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1053,14330056,4.34,ML,2007,1024,1222,0,35.83733,-117.67802,6.864,1.5,1.7,2.6,1,1,167,51,1.5,1.7,-150,35.8331,-117.6659,5.6834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1054,14118096,4.26,ML,2005,112,810,0,33.95382,-116.39124,7.696,1.6,0.9,1.5,1,1,339,87,1.6,0.9,172,33.9607,-116.3949,6.8152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1055,9128775,3.81,ML,1999,1213,1320,0,34.10528,-117.00475,2.878,1.2,0.7,0.8,1,1,317,85,1.2,0.7,-176,34.1084,-117.009,2.3227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1056,14073800,4.02,ML,2004,714,53,0,33.71292,-116.05158,12.808,1.4,1.3,1.8,1,1,314,54,1.4,1.3,174,33.7135,-116.0597,12.1541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1057,14282008,4.11,ML,2007,330,909,0,36.0312,-117.7658,4.03,1.2,1.4,1.7,1,1,13,82,1.2,1.4,-91,36.0369,-117.766,2.9262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1058,14285168,4.41,ML,2007,415,2257,0,32.707,-116.04,10.16,2,1.5,3,1,1,125,77,2,1.5,172,32.705,-116.0315,8.9873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1059,30226086,4,Mw,2003,730,450,0,38.67809,-122.91215,3.48,1.4,1,1.3,1,1,313,89,1.4,1,-171,38.6815,-122.917,2.7716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1060,21305648,4,Mw,2003,905,139,0,37.84403,-122.22216,10.021,1.2,1.5,1.8,1,1,144,77,1.2,1.5,-178,37.8408,-122.2167,9.2316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1061,30192424,4.11,-999,1998,820,2349,0,34.373,-117.6258,8.33,1.6,1.6,2.5,1,1,-999,-999,1.6,1.6,-999,34.3641,-117.6294,7.5936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1062,14146956,4.06,ML,2005,521,39,0,33.23937,-116.20818,10.532,1.2,1.7,2,1,1,322,83,1.2,1.7,-175,33.2434,-116.2134,9.6498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1063,10223765,4.11,ML,2006,1224,343,0,33.7104,-116.04568,12.559,1.4,1,1.3,1,1,311,68,1.4,1,165,33.7118,-116.0531,11.7392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1064,10059745,4.19,ML,2004,1113,1739,0,34.35712,-116.84176,9.486,1.5,2,2.9,1,1,145,74,1.5,2,157,34.354,-116.8359,8.6373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1065,10285533,4.2,ML,2007,1016,853,0,34.37681,-117.64609,8.934,1.6,1.1,1.7,1,1,314,63,1.6,1.1,144,34.3782,-117.6549,8.0473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1066,9941081,3.9,ML,2003,827,602,0,34.40323,-118.65096,13.612,1.1,0.9,1,1,1,188,23,1.1,0.9,13,34.3985,-118.645,13.3493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1067,10230869,4.29,ML,2007,209,333,0,33.2262,-116.14725,10.889,2,1.5,3,1,1,313,71,2,1.5,-170,33.2299,-116.1563,10.0986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1068,10276197,4.06,ML,2007,904,1447,0,32.77966,-117.35069,7.174,1,0.8,0.8,1,1,354,89,1,0.8,151,32.7848,-117.3515,6.4255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1069,30225187,3.9,Mw,2002,1124,1454,0,37.75676,-121.94775,7.856,1.6,0.7,1.1,1,1,242,87,1.6,0.7,-17,37.7538,-121.9541,7.2471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1070,51203773,3.96,Mw,2008,604,229,0,38.23865,-122.1711,5.49,1.1,2.2,2.5,1,1,154,84,1.1,2.2,171,38.2349,-122.1677,4.7253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1071,40219867,3.9,Mw,2008,628,1444,0,37.58927,-118.8176,11.872,1.3,1.2,1.6,1,1,86,58,1.3,1.2,-172,37.5944,-118.8199,10.9726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1072,9735129,3.97,ML,2001,1214,1201,0,33.95354,-117.74572,11.873,1.1,1.4,1.6,1,1,137,82,1.1,1.4,178,33.9515,-117.7417,11.0537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1073,9096960,1.3,ML,1999,722,1000,0,34.3922,-118.6127,7.9,1.2,1.1,1.3,1,1,-999,-999,1.2,1.1,-999,34.3982,-118.6068,7.5777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1074,10295849,4.06,ML,2007,1219,1214,0,34.16138,-116.98721,11.361,1.6,1.5,2.4,1,1,117,80,1.6,1.5,165,34.1594,-116.9796,10.6914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1075,14201764,4.17,ML,2005,1203,749,0,34.32767,-116.82902,4.957,1.6,1.2,1.9,1,1,147,85,1.6,1.2,-161,34.3237,-116.8251,4.2762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1076,10972299,3.79,ML,2001,719,2042,0,34.2691,-117.46082,11.018,1.2,0.9,1,1,1,306,40,1.2,0.9,96,34.2684,-117.4691,10.5919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1077,9096656,4.15,ML,1999,719,2209,0,33.63803,-116.70824,12.649,1.6,0.9,1.5,1,1,311,80,1.6,0.9,150,33.6408,-116.7147,11.7379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1078,30226539,3.7,Mw,2003,1106,2204,0,37.21334,-121.65867,4.998,0.9,0.9,0.8,1,1,310,37,0.9,0.9,81,37.2129,-121.6652,4.6891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1079,21510121,3.7,Mw,2006,321,2141,0,37.80769,-122.07066,11.554,1,0.9,0.9,1,1,49,85,1,0.9,-1,37.8045,-122.0671,11.1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1080,21549695,3.8,Mw,2006,1128,406,0,35.63205,-120.75317,6.775,1.2,0.8,0.9,1,1,333,85,1.2,0.8,-180,35.6363,-120.7564,6.2789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1081,40219463,3.8,Mw,2008,619,2357,0,36.68148,-121.30919,5.568,1.1,1,1.1,1,1,131,66,1.1,1,-178,36.6808,-121.3038,4.9854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGAW2,1082,3321584,3.81,ML,1999,1207,2158,0,33.82039,-117.71449,10.077,1,0.9,1,1,1,304,87,1,0.9,-177,33.8225,-117.7188,9.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
